master_nlc,station_name,latitude,longitude
9491,Therapia Lane,51.38569600,-0.12908855
725,Theydon Bois,51.67178000,0.10331779
5388,Thornton Heath,51.39894100,-0.10051474
5573,Tolworth,51.37687600,-0.27944643
5389,Tooting,51.41982700,-0.16119221
726,Tooting Bec,51.43561200,-0.15965200
727,Tooting Broadway,51.42775300,-0.16829674
728,Tottenham Court Road,51.51625600,-0.13115181
729,Tottenham Hale LU,51.58811900,-0.05993722
6951,Tottenham Hale NR,51.58811900,-0.05993722
730,Totteridge & Whetstone,51.63072000,-0.17917634
864,Tower Gateway,51.51062800,-0.07395320
731,Tower Hill,51.50984600,-0.07669548
733,Tufnell Park,51.55680300,-0.13846309
5390,Tulse Hill,51.43986800,-0.10504763
6952,Turkey Street,51.67273400,-0.04718309
734,Turnham Green,51.49513000,-0.25469940
735,Turnpike Lane,51.59015000,-0.10274151
5574,Twickenham,51.45029300,-0.32934797
3155,Twyford,51.47531700,-0.86334114
736,Upminster,51.55894800,0.25208801
737,Upminster Bridge,51.55826300,0.23477055
738,Upney,51.53826900,0.09962196
1524,Upper Holloway,51.56347000,-0.12964948
5391,Upper Warlingham,51.30855300,-0.07783516
739,Upton Park,51.53510900,0.03398384
740,Uxbridge,51.54665700,-0.47751300
777,Vauxhall LU,51.48601300,-0.12485562
5597,Vauxhall NR,51.48584400,-0.12274524
741,Victoria LU,51.49636700,-0.14315946
5426,Victoria NR,51.49473500,-0.14457997
5392,Waddon,51.36729800,-0.11736868
9497,Waddon Marsh,51.37699900,-0.11783282
5394,Wallington,51.36023700,-0.15059471
6823,Waltham Cross,51.68521900,-0.02642125
742,Walthamstow Central,51.58289300,-0.01998928
7407,Walthamstow Queen's Road,51.58152700,-0.02375818
9498,Wandle Park,51.37348300,-0.11336486
5395,Wandsworth Common,51.44612200,-0.16351795
5372,Wandsworth Road,51.46996200,-0.13842918
5576,Wandsworth Town,51.46096700,-0.18825816
743,Wanstead,51.57564200,0.02863466
7408,Wanstead Park,51.55175400,0.02572533
1085,Wapping,51.50443300,-0.05601538
6824,Ware,51.80809700,-0.02954416
3158,Wargrave,51.49851500,-0.87651789
745,Warren Street,51.52471900,-0.13853214
746,Warwick Avenue,51.52298400,-0.18330404
5158,Waterloo East,51.50416700,-0.10851968
747,Waterloo LU,51.50300500,-0.11398552
5598,Waterloo NR,51.50284200,-0.11279632
748,Watford,51.65700800,-0.41837506
1455,Watford High Street,51.65223200,-0.39249221
1402,Watford Junction,51.66394500,-0.39611191
6073,Welham Green,51.73595100,-0.21164888
9499,Wellesley Road,51.37562100,-0.09761499
5128,Welling,51.46482500,0.10163325
6183,Welwyn Garden City,51.80085400,-0.20384607
751,Wembley Central,51.55237800,-0.29648851
752,Wembley Park,51.56363100,-0.28005327
1509,Wembley Stadium,51.55424300,-0.28500887
753,West Acton,51.51835100,-0.28041909
755,West Brompton,51.48697300,-0.19519277
5411,West Croydon NR,51.37880400,-0.10203824
8776,West Croydon Trams,51.37904900,-0.10162574
3174,West Drayton,51.50975500,-0.47145169
5086,West Dulwich,51.44052400,-0.09113493
3188,West Ealing,51.51344300,-0.32092815
756,West Finchley,51.60943300,-0.18833261
757,West Ham,51.52809800,0.00456333
1421,West Hampstead LO,51.54729900,-0.19201331
758,West Hampstead LU,51.54681800,-0.18996996
1525,West Hampstead NR,51.54842800,-0.19231472
759,West Harrow,51.57958700,-0.35307221
866,West India Quay,51.50674300,-0.02048242
760,West Kensington,51.49066200,-0.20592269
5438,West Norwood,51.43161500,-0.10351891
762,West Ruislip,51.56950400,-0.43704050
559,West Silvertown,51.50288300,0.02233244
5293,West Sutton,51.36626400,-0.20448205
5054,West Wickham,51.38137300,-0.01451500
754,Westbourne Park,51.52092500,-0.20140395
5151,Westcombe Park,51.48422000,0.01888518
865,Westferry,51.50942000,-0.02672166
761,Westminster,51.50135500,-0.12493192
764,White City,51.51193800,-0.22423982
6956,White Hart Lane,51.60457500,-0.07078873
763,Whitechapel,51.51958200,-0.06068918
5611,Whitton,51.44949900,-0.35778597
5396,Whyteleafe,51.30991800,-0.08102083
5439,Whyteleafe South,51.30375000,-0.07723244
765,Willesden Green,51.54935200,-0.22222091
766,Willesden Junction,51.53219200,-0.24350705
767,Wimbledon,51.42207600,-0.20528730
5612,Wimbledon Chase,51.40993400,-0.21462045
768,Wimbledon Park,51.43405700,-0.19904861
8777,Wimbledon Trams,51.42121800,-0.20565170
6024,Winchmore Hill,51.63384300,-0.10097657
3175,Windsor & Eton Central,51.48327400,-0.61056380
770,Wood Green,51.59741300,-0.10977375
599,Wood Lane,51.50994600,-0.22388498
6954,Wood Street,51.58704300,-0.00167769
769,Woodford,51.60680700,0.03400967
7467,Woodgrange Park,51.54913100,0.04472025
5441,Woodmansterne,51.31893400,-0.15405024
8779,Woodside,51.38707900,-0.06533357
771,Woodside Park,51.61795100,-0.18558107
573,Woolwich Arsenal,51.48989600,0.06929426
5153,Woolwich Dockyard,51.49108200,0.05504337
6562,Woolwich EL,51.49191500,0.07067084
5579,Worcester Park,51.38141900,-0.24498843
5550,Addlestone,51.37300000,-0.48500000
5623,Aldershot,51.24600000,-0.76000000
6869,Althorne,51.64800000,0.75200000
5544,Alton,51.15200000,-0.96700000
1430,Apsley,51.73200000,-0.46300000
5666,Ascot,51.40600000,-0.67700000
5641,Ash,51.25000000,-0.71300000
5547,Ash Vale,51.27300000,-0.72100000
5667,Ashford (Surrey),51.43600000,-0.46900000
5347,Ashtead,51.31800000,-0.30800000
5398,Ashurst,51.12800000,0.15300000
6083,Ashwell & Morden,52.03100000,-0.11000000
1380,Aspley Guise,52.02100000,-0.63200000
7017,Audley End,52.00400000,0.20700000
1492,Aylesbury,51.81300000,-0.81400000
1090,Aylesbury Vale Parkway,51.83100000,-0.85900000
5162,Aylesford,51.30200000,0.46500000
5681,Bagshot,51.36500000,-0.68800000
5492,Balcombe,51.05600000,-0.13700000
6084,Baldock,51.99300000,-0.18700000
5133,Barming,51.28500000,0.47900000
7494,Basildon,51.56800000,0.45700000
5090,Bat & Ball,51.29000000,0.19400000
6870,Battlesbridge,51.62500000,0.56600000
1512,Bedford,52.13600000,-0.47900000
1510,Bedford St Johns,52.12900000,-0.46800000
5227,Beltring,51.20500000,0.40300000
7439,Benfleet,51.54400000,0.56100000
5624,Bentley,51.18100000,-0.86900000
1390,Berkhamsted,51.76400000,-0.56300000
5472,Betchworth,51.24800000,-0.26800000
6871,Billericay,51.62900000,0.41800000
6800,Bishop's Stortford,51.86600000,0.16600000
5625,Blackwater,51.33200000,-0.77700000
1360,Bletchley,51.99500000,-0.73600000
5626,Bookham,51.28900000,-0.38400000
5130,Borough Green & Wrotham,51.29300000,0.30500000
1381,Bow Brickhill,52.00400000,-0.69600000
5403,Box Hill & Westhumble,51.25400000,-0.32900000
5693,Bracknell,51.41300000,-0.75200000
1560,Bricket Wood,51.70600000,-0.35900000
5268,Brighton,50.83000000,-0.14100000
5687,Brookwood,51.30400000,-0.63500000
5483,Burgess Hill,50.95300000,-0.12800000
6873,Burnham-on-Crouch,51.63300000,0.81300000
5324,Buxted,50.99000000,0.13200000
5689,Byfleet & New Haw,51.35000000,-0.48100000
5682,Camberley,51.33600000,-0.74400000
7022,Cambridge,52.19600000,0.13800000
8001,Cambridge North,52.22400000,0.15800000
7469,Chalkwell,51.53900000,0.66900000
5199,Chatham,51.38100000,0.52000000
1372,Cheddington,51.85800000,-0.66200000
6836,Chelmsford,51.73700000,0.46900000
5553,Chertsey,51.38700000,-0.51000000
5296,Chilworth,51.21500000,-0.52400000
5555,Clandon,51.26400000,-0.50300000
5556,Claygate,51.36200000,-0.34800000
5557,Cobham & Stoke D'Abernon,51.31800000,-0.39000000
5409,Cowden,51.15500000,0.11000000
5325,Crowborough,51.04600000,0.18800000
5628,Crowthorne,51.36600000,-0.81900000
5201,Cuxton,51.37400000,0.46200000
5668,Datchet,51.48300000,-0.57900000
5357,Dorking,51.24100000,-0.32400000
5412,Dorking (Deepdene),51.23900000,-0.32400000
5297,Dorking West,51.23600000,-0.33900000
5413,Dormans,51.15600000,-0.00400000
5102,Dunton Green,51.29700000,0.17100000
5694,Earley,51.44100000,-0.91700000
5234,East Farleigh,51.25500000,0.48400000
5486,East Grinstead,51.12600000,-0.01800000
5134,East Malling,51.28600000,0.44000000
7471,East Tilbury,51.48400000,0.41300000
1544,Ebbsfleet International,51.44300000,0.32000000
5473,Edenbridge,51.20800000,0.06100000
5359,Edenbridge Town,51.20000000,0.06700000
5642,Effingham Junction,51.28900000,-0.42200000
5669,Egham,51.43000000,-0.54600000
6832,Elsenham,51.92000000,0.22900000
5459,Eridge,51.08900000,0.20100000
5558,Esher,51.38000000,-0.35400000
5065,Eynsford,51.36200000,0.20400000
5521,Farnborough (Main),51.29700000,-0.75600000
5688,Farnborough North,51.30200000,-0.74300000
5545,Farnham,51.21200000,-0.79300000
5105,Farningham Road,51.40200000,0.23600000
1377,Fenny Stratford,52.00000000,-0.71700000
1532,Flitwick,52.00300000,-0.49500000
7029,Foxton,52.11900000,0.05700000
5683,Frimley,51.31200000,-0.74700000
1559,Garston,51.68700000,-0.38200000
5169,Gillingham (Kent),51.38700000,0.55100000
5474,Godstone,51.21800000,-0.05100000
5298,Gomshall,51.21900000,-0.44300000
5172,Gravesend,51.44100000,0.36600000
7032,Great Chesterford,52.06000000,0.19300000
1463,Great Missenden,51.70300000,-0.70900000
5138,Greenhithe,51.45100000,0.28000000
5631,Guildford,51.23800000,-0.58200000
5173,Halling,51.35200000,0.44500000
1533,Harlington,51.96100000,-0.49500000
6804,Harlow Mill,51.79000000,0.13200000
6827,Harlow Town,51.78100000,0.09600000
5489,Hassocks,50.92500000,-0.14600000
6845,Hatfield Peverel,51.78000000,0.59200000
5490,Haywards Heath,51.00500000,-0.10500000
1391,Hemel Hempstead,51.74200000,-0.49100000
5590,Hersham,51.37700000,-0.38900000
5417,Hever,51.18100000,0.09500000
5235,High Brooms,51.14900000,0.27700000
5202,Higham,51.42700000,0.46600000
5236,Hildenborough,51.21500000,0.22800000
5591,Hinchley Wood,51.37500000,-0.34100000
6086,Hitchin,51.95300000,-0.26300000
6880,Hockley,51.60400000,0.65800000
5562,Horsley,51.28000000,-0.43500000
5273,Hove,50.83500000,-0.17100000
1563,How Wood,51.71700000,-0.34500000
5463,Hurst Green,51.24500000,0.00400000
6882,Ingatestone,51.66700000,0.38400000
1384,Kempston Hardwick,52.09200000,-0.50400000
5678,Kempton Park,51.42100000,-0.40900000
5079,Kemsing,51.29700000,0.24700000
1392,King's Langley,51.70600000,-0.43800000
6088,Knebworth,51.86700000,-0.18700000
7445,Laindon,51.56700000,0.42500000
1534,Leagrave,51.90500000,-0.45900000
5368,Leatherhead,51.29900000,-0.33300000
5294,Leigh (Kent),51.19400000,0.21200000
7446,Leigh-on-Sea,51.54000000,0.63800000
1373,Leighton Buzzard,51.91600000,-0.67700000
6089,Letchworth Garden City,51.98000000,-0.22900000
1579,Lidlington,52.04200000,-0.55800000
5369,Lingfield,51.17600000,-0.00700000
3066,Little Kimble,51.75200000,-0.80900000
5281,London Road (Brighton),50.83700000,-0.13600000
5632,London Road (Guildford),51.24100000,-0.56500000
5674,Longcross,51.38500000,-0.59500000
5114,Longfield,51.39600000,0.30000000
1536,Luton,51.88200000,-0.41400000
5237,Maidstone Barracks,51.27700000,0.51400000
5115,Maidstone East,51.27800000,0.52000000
5222,Maidstone West,51.27100000,0.51600000
5692,Martins Heron,51.40800000,-0.72500000
7036,Meldreth,52.09100000,0.00900000
5116,Meopham,51.38600000,0.35700000
1537,Millbrook (Bedfordshire),52.05400000,-0.53300000
1378,Milton Keynes Central,52.03300000,-0.77300000
3067,Monks Risborough,51.73600000,-0.82900000
5238,New Hythe,51.31300000,0.45500000
7039,Newport (Essex),51.98000000,0.21500000
5636,North Camp,51.27500000,-0.73100000
6875,North Fambridge,51.64900000,0.68200000
5120,Northfleet,51.44600000,0.32400000
5476,Nutfield,51.22700000,-0.13300000
5071,Otford,51.31300000,0.19700000
5602,Oxshott,51.33700000,-0.36200000
5377,Oxted,51.25700000,-0.00400000
5224,Paddock Wood,51.18200000,0.39000000
1561,Park Street,51.72600000,-0.34000000
5477,Penshurst,51.19700000,0.17300000
7452,Pitsea,51.56000000,0.50700000
5285,Preston Park,50.84600000,-0.15500000
3055,Princes Risborough,51.71700000,-0.84400000
7419,Prittlewell,51.55100000,0.71100000
5177,Rainham (Kent),51.36700000,0.61100000
6884,Rayleigh,51.58900000,0.60000000
5480,Reigate,51.24200000,-0.20400000
1538,Ridgmont,52.02600000,-0.59500000
5203,Rochester,51.38600000,0.51100000
6885,Rochford,51.58200000,0.70200000
6829,Roydon,51.77600000,0.03500000
6090,Royston,52.05300000,-0.02700000
5646,Sandhurst,51.34700000,-0.80400000
3056,Saunderton,51.67600000,-0.82500000
6806,Sawbridgeworth,51.81500000,0.16100000
5124,Sevenoaks,51.27600000,0.18200000
5638,Shalford,51.21400000,-0.56700000
7043,Shelford,52.14900000,0.14000000
5605,Shepperton,51.39700000,-0.44700000
7044,Shepreth,52.11400000,0.03100000
7455,Shoeburyness,51.53100000,0.79500000
5074,Shoreham (Kent),51.33200000,0.18900000
5189,Snodland,51.33000000,0.44800000
5126,Sole Street,51.38300000,0.37800000
6892,South Woodham Ferrers,51.64900000,0.60600000
4787,Southend Airport,51.56700000,0.70500000
7456,Southend Central,51.53700000,0.71200000
7457,Southend East,51.53900000,0.73100000
7420,Southend Victoria,51.54200000,0.71200000
6890,Southminster,51.66100000,0.83500000
1562,St Albans Abbey,51.74500000,-0.34200000
5670,Staines,51.43200000,-0.50300000
7458,Stanford-le-Hope,51.51400000,0.42300000
6834,Stansted Airport,51.88800000,0.26100000
6833,Stansted Mountfitchet,51.90100000,0.19900000
6092,Stevenage,51.90100000,-0.20700000
1386,Stewartby,52.06900000,-0.52100000
1467,Stoke Mandeville,51.78800000,-0.78400000
5248,Stone Crossing,51.45100000,0.26300000
5191,Strood,51.39700000,0.50000000
5608,Sunbury,51.41800000,-0.41700000
5671,Sunningdale,51.39200000,-0.63300000
5675,Sunnymeads,51.47000000,-0.55900000
5156,Swanscombe,51.44900000,0.30700000
7460,Thorpe Bay,51.53800000,0.76200000
5491,Three Bridges,51.11700000,-0.16100000
7462,Tilbury Town,51.46200000,0.35400000
5229,Tonbridge,51.19200000,0.27000000
1393,Tring,51.80000000,-0.62200000
5230,Tunbridge Wells,51.13000000,0.26300000
5334,Uckfield,50.96900000,0.09700000
5613,Upper Halliford,51.41300000,-0.43100000
5676,Virginia Water,51.40100000,-0.56200000
5575,Walton-on-Thames,51.37300000,-0.41400000
5639,Wanborough,51.24500000,-0.66700000
5241,Wateringbury,51.25000000,0.42200000
1403,Watford North,51.67500000,-0.39000000
6095,Watton-at-Stone,51.85700000,-0.11900000
6096,Welwyn North,51.82400000,-0.19200000
1466,Wendover,51.76200000,-0.74700000
5684,West Byfleet,51.33900000,-0.50500000
7466,West Horndon,51.56800000,0.34100000
5129,West Malling,51.29200000,0.41800000
7476,Westcliff,51.53700000,0.69200000
5577,Weybridge,51.36200000,-0.45700000
7047,Whittlesford Parkway,52.10300000,0.16600000
6891,Wickford,51.61400000,0.52200000
5672,Windsor & Eton Riverside,51.48600000,-0.60600000
5697,Winnersh,51.43100000,-0.87800000
5698,Winnersh Triangle,51.43700000,-0.89200000
6844,Witham,51.80600000,0.63900000
5341,Wivelsfield,50.96400000,-0.12100000
1539,Woburn Sands,52.01800000,-0.65500000
5685,Woking,51.32300000,-0.54600000
5696,Wokingham,51.41100000,-0.84300000
5440,Woldingham,51.29000000,-0.05200000
5686,Worplesdon,51.28800000,-0.58200000
5673,Wraysbury,51.45800000,-0.54200000
5232,Yalding,51.22700000,0.41200000
