lon,lat,avgPtai2015,ptalNumeric
-0.229863,51.544213,11.5861,4.0
-0.225097,51.543868,9.81995,3.0
-0.207001,51.544292,18.8376,5.0
-0.213753,51.542071,8.22267,3.0
-0.224013,51.540562,10.2217,4.0
-0.225948,51.537926,12.1156,4.0
-0.21711,51.546261,12.7655,4.0
-0.209978,51.545527,16.5721,5.0
-0.226931,51.563866,9.96727,3.0
-0.240804,51.566911,2.96036,2.0
-0.235648,51.565849,8.17823,3.0
-0.234557,51.563125,7.46656,3.0
-0.242684,51.561835,5.22546,3.0
-0.229429,51.561056,4.5231,2.0
-0.225737,51.552215,8.5704,3.0
-0.231065,51.552429,6.07824,3.0
-0.246335,51.552473,12.7783,4.0
-0.235676,51.553539,8.57724,3.0
-0.247524,51.547865,9.03168,3.0
-0.250095,51.561865,7.72483,3.0
-0.247354,51.559599,13.5329,4.0
-0.246562,51.556781,14.7046,4.0
-0.240515,51.55408,11.997,4.0
-0.252771,51.584754,7.65281,3.0
-0.258961,51.584781,6.20177,3.0
-0.266757,51.583973,8.24797,3.0
-0.255375,51.587698,7.96554,3.0
-0.276527,51.583185,6.82001,3.0
-0.262967,51.580898,5.50147,3.0
-0.264204,51.577311,2.01306,1.0
-0.262869,51.587151,7.16304,3.0
-0.253783,51.540758,18.5584,5.0
-0.245881,51.541859,2.0365,1.0
-0.248744,51.539722,13.518,4.0
-0.250857,51.53713,22.598,6.0
-0.251921,51.535322,21.9764,6.0
-0.251646,51.546698,5.20336,3.0
-0.249614,51.5433,5.29119,3.0
-0.253582,51.544465,7.39937,3.0
-0.230948,51.53506,9.06453,3.0
-0.230355,51.532422,12.2556,4.0
-0.227331,51.531618,14.5751,4.0
-0.242701,51.537859,13.4581,4.0
-0.235961,51.53636,6.49968,3.0
-0.238896,51.534684,17.2412,5.0
-0.310052,51.582617,12.9501,4.0
-0.300207,51.580575,1.64155,1.0
-0.296022,51.57785,7.60809,3.0
-0.30758,51.577995,6.36183,3.0
-0.304451,51.585728,8.28375,3.0
-0.286659,51.583718,9.25994,3.0
-0.196715,51.530052,16.7987,5.0
-0.201553,51.543004,20.2839,6.0
-0.202956,51.541664,17.021,5.0
-0.200466,51.539889,17.4705,5.0
-0.196562,51.53874,25.8907,7.0
